"Base_Price","Bathrooms","Beds","Builder_Owner","Cache_Node_List","Camera_Position_Blueprint","Camera_Position_Exterior"
"350000","3.5","4","1766467404981x924124932543654700","Elevation C Roof Black_Black Roof Shingles_0 , Elevation C Roof Brown_Brown Roof Shingles_0 , Elevation C Side Level 2 Siding Color 1_Siding Color 1_0 , Elevation C Side Level 2 Siding Color 2_Siding Color 2_0 , Elevation C Side Level 2 Siding Color 3_Siding Color 3_0 , Elevation C Side Window Trim Level 2 Color 1_Color 1 - Snowbound SW 7004_0 , Elevation C Side Window Trim Level 2 Color 2_Color 2 - Iron Ore SW 7069_0 , Elevation C Side Window Trim Level 2 Color 3_Color 3_0 , Elevation C Trim Level 2 Color 1_Color 1 - Snowbound SW 7004_0 , Elevation C Trim Level 2 Color 2_Color 2 - Iron Ore SW 7069_0 , Elevation C Trim Level 2 Color 3_Color 3_0 , Level 1 Door Color 1_Chrome_0 , Level 1 Door Color 1_Color 1 - Snowbound SW 7004_0 , Level 1 Door Color 1_Window and Door Glass_0 , Level 1 Door Color 2_Chrome_0 , Level 1 Door Color 2_Color 2 - Iron Ore SW 7069_0 , Level 1 Door Color 2_Window and Door Glass_0 , Level 1 Doors_Door_mtl #0_0 , Level 1 Doors_Glass_2_0 , Level 1 Doors_Material #644_0 , Level 1 Fitting_*13_0 , Level 1 Fitting_*14_0 , Level 1 Fitting_Beadboard_0 , Level 1 Fitting_Color M06_0 , Level 1 Fitting_Color_009_0 , Level 1 Fitting_Color_3_0 , Level 1 Fitting_Empty material_0 , Level 1 Fitting_Glass_2_0 , Level 1 Fitting_Gold_0 , Level 1 Fitting_Marble_mtl #0_0 , Level 1 Fitting_Metal_Aluminum_Anodized_0 , Level 1 Fitting_Metal_Rough_0 , Level 1 Fitting_Metal_mtl #0_0 , Level 1 Fitting_Porcelain_mtl #0_0 , Level 1 Fitting_Translucent_Glass_Blue_0 , Level 1 Fitting_White Vitreous C1_0 , Level 1 Fitting_Wood Cherry Original_0 , Level 1 Fitting_[0129_WhiteSmoke]1_0 , Level 1 Fitting_[Color M03]1_0 , Level 1 Fitting_[Metal_Aluminum_Anodized]4_0 , Level 1 Fitting_chrome_blurry_0 , Level 1 Fitting_lave linge_0 , Level 1 Floor Dark Walnut_Flooring Dark Walnut_0 , Level 1 Floor Grey Ash_Flooring Grey Ash_0 , Level 1 Floor Oak_Flooring Oak_0 , Level 1 Floor_Bathroom Tiles_0 , Level 1 Floor_Blacktop Old 01_0 , Level 1 Floor_Carpet Texture_0 , Level 1 Foundation Slab_Concrete Slab_0 , Level 1 Front  Load Aspen Chase_Aspen Chase Brick_0 , Level 1 Front  Load Aspen Chase_Aspen Chase Single Bricks_0 , Level 1 Front  Load Market Square_Market Square Brick_0 , Level 1 Front  Load Market Square_Market Square Single Bricks_0 , Level 1 Front Load Drivethrough_Concrete Slab_0 , Level 1 Front Load Garage Door Color 1_Color 1 - Snowbound SW 7004_0 , Level 1 Front Load Garage Door Color 2_Color 2 - Iron Ore SW 7069_0 , Level 1 Front Load Garage Lamps_Bulb_mtl #0_0 , Level 1 Front Load Garage Lamps_Glass_mtl #0_0 , Level 1 Front Load Garage Lamps_Lamp_Holder_mtl #0_0 , Level 1 Front Load Garage Lamps_Lamp_mtl #0_0 , Level 1 Front Load Garage Lamps_Light_mtl #0_0 , Level 1 Front Load Garage Lamps_Metal_mtl #0_0 , Level 1 Front Load Garage Trim Color 1_Color 1 - Snowbound SW 7004_0 , Level 1 Front Load Garage Trim Color 2_Color 2 - Iron Ore SW 7069_0 , Level 1 Front Load Garage Trim Color 3_Color 3_0 , Level 1 Front Load Internal Wall_Color 1 - Snowbound SW 7004_0 , Level 1 Grass_Grass_0 , Level 1 Kitchen Cabinet 1_Base_mtl #0_0 , Level 1 Kitchen Cabinet 1_Lacqua_mtl #0_0 , Level 1 Kitchen Cabinet 1_Marble_White_23_64_150cm #0_0 , Level 1 Kitchen Cabinet 1_Metal_mtl #0_0 , Level 1 Kitchen Cabinet 2_Kitchen Counter Bronze_0 , Level 1 Kitchen Cabinet 2_Marble_A_150cm #0_0 , Level 1 Kitchen_Base_mtl #0_0 , Level 1 Kitchen_Lacqua_mtl #0_0 , Level 1 Kitchen_Metal_mtl #0_0 , Level 1 Kitchen_Sink_mtl #0_0 , Level 1 Kitchen_Stands_mtl #0_0 , Level 1 Kitchen_Table_mtl #0_0 , Level 1 Kitchen_Tap_mtl #0_0 , Level 1 Kitchen_Wall_mtl #0_0 , Level 1 Porch Post Color 1_Color 1 - Snowbound SW 7004_0 , Level 1 Porch Post Color 2_Color 2 - Iron Ore SW 7069_0 , Level 1 Porch Post Color 3_Color 3_0 , Level 1 Side Load Aspen Chase_Aspen Chase Brick_0 , Level 1 Side Load Aspen Chase_Aspen Chase Single Bricks_0 , Level 1 Side Load Drivethrough_Concrete Slab_0 , Level 1 Side Load Garage Door Color 1_Color 1 - Snowbound SW 7004_0 , Level 1 Side Load Garage Door Color 2_Color 2 - Iron Ore SW 7069_0 , Level 1 Side Load Garage Lamps_Bulb_mtl #0_0 , Level 1 Side Load Garage Lamps_Glass_mtl #0_0 , Level 1 Side Load Garage Lamps_Lamp_Holder_mtl #0_0 , Level 1 Side Load Garage Lamps_Lamp_mtl #0_0 , Level 1 Side Load Garage Lamps_Light_mtl #0_0 , Level 1 Side Load Garage Lamps_Metal_mtl #0_0 , Level 1 Side Load Garage Trim Color 1_Color 1 - Snowbound SW 7004_0 , Level 1 Side Load Garage Trim Color 2_Color 2 - Iron Ore SW 7069_0 , Level 1 Side Load Garage Trim Color 3_Color 3_0 , Level 1 Side Load Internal Wall_Color 1 - Snowbound SW 7004_0 , Level 1 Side Load Market Square_Market Square Brick_0 , Level 1 Side Load Market Square_Market Square Single Bricks_0 , Level 1 Side Load Shutter Color 1_Color 1 - Snowbound SW 7004_0 , Level 1 Side Load Shutter Color 2_Color 2 - Iron Ore SW 7069_0 , Level 1 Side Load Shutter Color 3_Color 3_0 , Level 1 Side Load Window Trim Color 1_Color 1 - Snowbound SW 7004_0 , Level 1 Side Load Window Trim Color 2_Color 2 - Iron Ore SW 7069_0 , Level 1 Side Load Window Trim Color 3_Color 3_0 , Level 1 Side Load Windows_Glass_mtl #0_0 , Level 1 Side Load Windows_Pane_mtl #0_0 , Level 1 Siding Color 1_Siding Color 1_0 , Level 1 Siding Color 2_Siding Color 2_0 , Level 1 Siding Color 3_Siding Color 3_0 , Level 1 Stairs_Carpet Texture_0 , Level 1 Stairs_Color 1 - Snowbound SW 7004_0 , Level 1 Trim Color 1_Color 1 - Snowbound SW 7004_0 , Level 1 Trim Color 2_Color 2 - Iron Ore SW 7069_0 , Level 1 Trim Color 3_Color 3_0 , Level 1 Windows Trim Color 1_Color 1 - Snowbound SW 7004_0 , Level 1 Windows Trim Color 2_Color 2 - Iron Ore SW 7069_0 , Level 1 Windows Trim Color 3_Color 3_0 , Level 1 Windows_Glass_mtl #0_0 , Level 1 Windows_Pane_mtl #0_0 , Level 2 Aspen Chase_Aspen Chase Brick_0 , Level 2 Aspen Chase_Aspen Chase Single Bricks_0 , Level 2 Doors_Door_mtl #0_0 , Level 2 Doors_Glass_2_0 , Level 2 Doors_Material #644_0 , Level 2 Fittings_Glass_2_0 , Level 2 Fittings_Gold_0 , Level 2 Fittings_Marble_mtl #0_0 , Level 2 Fittings_White Vitreous C1_0 , Level 2 Fittings_Wood Cherry Original_0 , Level 2 Fittings_[0129_WhiteSmoke]1_0 , Level 2 Fittings_chrome_blurry_0 , Level 2 Floor_Bathroom Tiles_0 , Level 2 Floor_Carpet Texture_0 , Level 2 Interior_Color 1 - Snowbound SW 7004_0 , Level 2 Market Square_Market Square Brick_0 , Level 2 Market Square_Market Square Single Bricks_0 , Level 2 Slab_Color 1 - Snowbound SW 7004_0 , Level 2 Windows_Glass_mtl #0_0 , Level 2 Windows_Pane_mtl #0_0","1.965,-1.289,41.802|1.980,-0.563,-4.387","8.808,-29.363,3.009|-0.889,-0.047,4.269"
